file,column,definition,unit_or_allowed_values,missing_value
figure_1_policy_timeline_source_data.csv,event,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_1_policy_timeline_source_data.csv,evidence,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_1_policy_timeline_source_data.csv,location,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_1_policy_timeline_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_1_policy_timeline_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_first_observed_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_first_observed_source_data.csv,first_observed_year,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_first_observed_source_data.csv,n_hospitals,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_first_observed_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_first_observed_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,SP_CNES,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,first_observed_month,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,left_censored_prevalent_202101,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,ever_maintained_6of12,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,any_cessation_event,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,any_recovery_event,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,maintained_first_completed_12m,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,maintained_last_evaluable_window,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,last_evaluable_window_month,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,first_observed_year,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_maintenance_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,cohort,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,competence_month,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,n_unique_aih,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,n_active_hospitals,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,n_active_provider_municipalities,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,year,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,adult_population,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,total_population,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,denominator_population,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,rate_per_100k,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_2_monthly_uptake_source_data.csv,denominator_definition,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,quintile,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,n,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,adult_person_years,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,crude_rate_per_100k,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,age_sex_standardised_rate_per_100k,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,standardised_lo95,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,standardised_hi95,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,bootstrap_municipalities,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,exposure,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_equity_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,route_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,travel_bin_lower_min,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,travel_bin_upper_min,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,travel_bin_label,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,route_source,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,cross_municipality,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,cross_state,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,weighted_n_aih_display,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_3_travel_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,year,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,municipio,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,adult_population,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,total_population,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,n_provider_municipalities_120,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,n_provider_municipalities_180,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,has_provider_120,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,has_provider_180,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,anchor_available,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,monotonic,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_municipality_coverage_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_national_regional_coverage_source_data.csv,scope,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_national_regional_coverage_source_data.csv,year,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_national_regional_coverage_source_data.csv,status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_national_regional_coverage_source_data.csv,adult_anchor_denominator,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_national_regional_coverage_source_data.csv,adult_population_share_120,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_national_regional_coverage_source_data.csv,adult_population_share_180,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_national_regional_coverage_source_data.csv,adult_population_anchor_coverage,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_national_regional_coverage_source_data.csv,reason,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_national_regional_coverage_source_data.csv,missing_frozen_input,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_vulnerability_gap_source_data.csv,scope,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_vulnerability_gap_source_data.csv,status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_vulnerability_gap_source_data.csv,reason,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_4_vulnerability_gap_source_data.csv,missing_frozen_input,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_centrality_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_centrality_source_data.csv,node,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_centrality_source_data.csv,weighted_betweenness_inverse_flow_cost,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_centrality_source_data.csv,layer,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_centrality_source_data.csv,cohort,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_centrality_source_data.csv,year,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_centrality_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_centrality_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_centrality_source_data.csv,in_strength_display,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,cohort,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,year,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,res_municipio,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,observed_treatment,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,self_sufficiency,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,n_destinations,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,destination_hhi,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,destination_diversity_entropy,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,main_destination,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,main_destination_share,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,cross_municipality_share,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,cross_state_share,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,adult_population,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,potential_coverage_120,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,potential_coverage_180,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
